County,Agency,Sworn,Reserve,Dispatcher,Total
SAN FRANCISCO COUNTY,SAN FRAN INT'L AIRPORT COMM,0,0,37,37
SAN FRANCISCO COUNTY,SAN FRANCISCO CCD PD,28,0,0,28
SAN FRANCISCO COUNTY,SAN FRANCISCO CO DA,27,0,0,27
SAN FRANCISCO COUNTY,SAN FRANCISCO CO MED EXAM,10,0,0,10
SAN FRANCISCO COUNTY,SAN FRANCISCO CO SD,841,0,0,841
SAN FRANCISCO COUNTY,SAN FRANCISCO DEPT EMER MGT,0,0,189,189
SAN FRANCISCO COUNTY,SAN FRANCISCO MUNICIPAL RWY PD,3,0,0,3
SAN FRANCISCO COUNTY,SAN FRANCISCO PD,2063,32,0,2095
SAN FRANCISCO COUNTY,SUPREME COURT OF CALIFORNIA,1,0,0,1
SAN FRANCISCO COUNTY,UC SAN FRANCISCO PD,46,0,8,54
SAN JOAQUIN COUNTY,ESCALON PD,10,13,0,23
SAN JOAQUIN COUNTY,LODI PD,68,4,22,94
SAN JOAQUIN COUNTY,MANTECA PD,59,18,8,85
SAN JOAQUIN COUNTY,RIPON PD,23,4,7,34
SAN JOAQUIN COUNTY,SAN JOAQUIN CO DA,21,0,0,21
SAN JOAQUIN COUNTY,SAN JOAQUIN CO SD,290,16,33,339
SAN JOAQUIN COUNTY,SAN JOAQUIN DELTA COLLEGE PD,9,0,5,14
SAN JOAQUIN COUNTY,STOCKTON PD,328,25,40,393
SAN JOAQUIN COUNTY,STOCKTON UNIF SCHL DIST PD,22,0,7,29
SAN JOAQUIN COUNTY,TRACY PD,76,0,15,91
SAN LUIS OBISPO COUNTY,ARROYO GRANDE PD,23,3,7,33
SAN LUIS OBISPO COUNTY,ATASCADERO PD,26,1,8,35
SAN LUIS OBISPO COUNTY,CPSU SAN LUIS OBISPO PD,14,0,6,20
SAN LUIS OBISPO COUNTY,CUESTA CCD DPS,6,0,0,6
SAN LUIS OBISPO COUNTY,GROVER BEACH PD,16,2,8,26
SAN LUIS OBISPO COUNTY,MORRO BAY PD,17,0,6,23
SAN LUIS OBISPO COUNTY,PASO ROBLES PD,30,6,10,46
SAN LUIS OBISPO COUNTY,PISMO BEACH PD,21,2,6,29
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO CO DA,14,0,0,14
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO CO SD,152,17,16,185
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO PD,57,0,13,70
SAN MATEO COUNTY,ATHERTON PD,18,3,13,34
SAN MATEO COUNTY,BELMONT PD,28,2,9,39
SAN MATEO COUNTY,BRISBANE PD,12,0,0,12
SAN MATEO COUNTY,BROADMOOR PD,8,24,0,32
SAN MATEO COUNTY,BURLINGAME PD,36,5,18,59
SAN MATEO COUNTY,COLMA PD,17,0,5,22
SAN MATEO COUNTY,DALY CITY PD,108,1,19,128
SAN MATEO COUNTY,EAST PALO ALTO PD,38,0,0,38
SAN MATEO COUNTY,FOSTER CITY PD,35,5,12,52
SAN MATEO COUNTY,HILLSBOROUGH PD,23,1,7,31
SAN MATEO COUNTY,MENLO PARK PD,45,3,15,63
SAN MATEO COUNTY,PACIFICA PD,32,7,0,39
SAN MATEO COUNTY,REDWOOD CITY PD,97,10,12,119
SAN MATEO COUNTY,SAN BRUNO PD,47,7,8,62
SAN MATEO COUNTY,SAN MATEO CO CORONER,9,0,0,9
SAN MATEO COUNTY,SAN MATEO CO DA,12,0,0,12
SAN MATEO COUNTY,SAN MATEO CO PUB SFTY COMM CTR,0,0,38,38
SAN MATEO COUNTY,SAN MATEO CO SD,317,47,0,364
SAN MATEO COUNTY,SAN MATEO PD,104,5,18,127
SAN MATEO COUNTY,SOUTH SAN FRANCISCO PD,77,14,16,107
SANTA BARBARA COUNTY,ALLAN HANCOCK CCD PD,3,4,3,10
SANTA BARBARA COUNTY,GUADALUPE PD,11,1,2,14
SANTA BARBARA COUNTY,LOMPOC PD,49,4,13,66
SANTA BARBARA COUNTY,SANTA BARBARA CO DA,20,0,0,20
SANTA BARBARA COUNTY,SANTA BARBARA CO SD,249,32,30,311
SANTA BARBARA COUNTY,SANTA BARBARA PD,133,10,16,159
SANTA BARBARA COUNTY,SANTA MARIA PD,96,4,19,119
SANTA BARBARA COUNTY,UC SANTA BARBARA PD,31,0,7,38
SANTA CLARA COUNTY,CAMPBELL PD,41,14,13,68
SANTA CLARA COUNTY,CSU SAN JOSE PD,28,0,7,35
SANTA CLARA COUNTY,FOOTHILL-DEANZA CCD PD,10,0,0,10
SANTA CLARA COUNTY,GILROY PD,59,7,14,80
SANTA CLARA COUNTY,LOS ALTOS PD,30,4,8,42
SANTA CLARA COUNTY,LOS GATOS PD,38,8,7,53
SANTA CLARA COUNTY,MILPITAS PD,75,5,15,95
SANTA CLARA COUNTY,MORGAN HILL PD,36,5,8,49
SANTA CLARA COUNTY,MOUNTAIN VIEW EMERG COMM,0,0,18,18
SANTA CLARA COUNTY,MOUNTAIN VIEW PD,95,16,0,111
SANTA CLARA COUNTY,PALO ALTO PD,79,11,28,118
SANTA CLARA COUNTY,SAN JOSE PD,1045,81,132,1258
SANTA CLARA COUNTY,SAN JOSE UNIF SCHL DIST PD,1,0,0,1
SANTA CLARA COUNTY,SAN JOSE/EVERGREEN CCD PD,3,0,1,4
SANTA CLARA COUNTY,SANTA CLARA CO COMM DEPT,0,0,72,72
SANTA CLARA COUNTY,SANTA CLARA CO DA,72,0,0,72
SANTA CLARA COUNTY,SANTA CLARA CO SD,453,77,0,530
SANTA CLARA COUNTY,SANTA CLARA PD,134,25,20,179
SANTA CLARA COUNTY,SUNNYVALE DPS,200,0,22,222
SANTA CLARA COUNTY,WEST VALLEY CCD PD,9,3,0,12
SANTA CRUZ COUNTY,CAPITOLA PD,21,4,0,25
SANTA CRUZ COUNTY,SANTA CRUZ CO DA,13,0,0,13
SANTA CRUZ COUNTY,SANTA CRUZ CO SD,137,18,0,155
SANTA CRUZ COUNTY,SANTA CRUZ PD,87,1,0,88
SANTA CRUZ COUNTY,SCOTTS VALLEY PD,19,5,6,30
SANTA CRUZ COUNTY,UC SANTA CRUZ PD,15,0,8,23
SANTA CRUZ COUNTY,WATSONVILLE PD,67,0,0,67
SHASTA COUNTY,ANDERSON PD,16,0,0,16
SHASTA COUNTY,REDDING PD,96,0,0,96
SHASTA COUNTY,SHASTA AREA SAFETY COMM AGCY,0,0,38,38
SHASTA COUNTY,SHASTA CO DA,12,0,0,12
SHASTA COUNTY,SHASTA CO MARSHAL,19,0,0,19
SHASTA COUNTY,SHASTA CO SD,87,4,0,91
SIERRA COUNTY,SIERRA CO SD,10,0,0,10
SISKIYOU COUNTY,ETNA PD,2,3,0,5
SISKIYOU COUNTY,LAKE SHASTINA DISTRICT PD,3,0,0,3
SISKIYOU COUNTY,MOUNT SHASTA PD,8,3,2,13
SISKIYOU COUNTY,SISKIYOU CO DA,2,0,0,2
SISKIYOU COUNTY,SISKIYOU CO SD,81,7,10,98
SISKIYOU COUNTY,TULELAKE PD,2,0,0,2
SISKIYOU COUNTY,WEED PD,10,1,5,16
SISKIYOU COUNTY,YREKA PD,14,1,4,19
SOLANO COUNTY,BENICIA PD,34,0,14,48
SOLANO COUNTY,DIXON PD,23,1,0,24
SOLANO COUNTY,FAIRFIELD PD,116,0,22,138
SOLANO COUNTY,RIO VISTA PD,10,4,0,14
SOLANO COUNTY,SOLANO CCD PD,2,0,0,2
SOLANO COUNTY,SOLANO CO DA,6,0,0,6
SOLANO COUNTY,SOLANO CO SD,106,14,16,136
SOLANO COUNTY,SUISUN CITY PD,22,2,6,30
SOLANO COUNTY,VACAVILLE PD,92,4,17,113
SOLANO COUNTY,VALLEJO PD,87,7,21,115
SONOMA COUNTY,CLOVERDALE PD,13,2,6,21
SONOMA COUNTY,COTATI PD,10,2,4,16
SONOMA COUNTY,CSU SONOMA PD,11,0,6,17
SONOMA COUNTY,HEALDSBURG PD,14,0,5,19
SONOMA COUNTY,PETALUMA PD,62,0,13,75
SONOMA COUNTY,ROHNERT PARK DPS,53,0,14,67
SONOMA COUNTY,SANTA ROSA JUNIOR COLLEGE PD,13,0,9,22
SONOMA COUNTY,SANTA ROSA PD,159,0,25,184
SONOMA COUNTY,SEBASTOPOL PD,13,12,7,32
SONOMA COUNTY,SONOMA CO DA,15,0,0,15
SONOMA COUNTY,"SONOMA CO HUM SRV,WLF FRD INV",6,0,0,6
SONOMA COUNTY,SONOMA CO SHERIFF'S OFFICE,226,5,33,264
STANISLAUS COUNTY,CERES DPS,53,7,11,71
STANISLAUS COUNTY,CSU STANISLAUS DPS,12,0,3,15
STANISLAUS COUNTY,MODESTO PD,217,21,0,238
STANISLAUS COUNTY,NEWMAN PD,11,4,0,15
STANISLAUS COUNTY,OAKDALE PD,20,7,5,32
STANISLAUS COUNTY,STANISLAUS CO DA,14,0,0,14
STANISLAUS COUNTY,STANISLAUS CO SD,173,26,0,199
STANISLAUS COUNTY,STANISLAUS REGIONAL 9-1-1,0,0,52,52
STANISLAUS COUNTY,TURLOCK PD,79,0,17,96
SUTTER COUNTY,SUTTER CO DA,8,0,0,8
SUTTER COUNTY,SUTTER CO SD,105,28,12,145
SUTTER COUNTY,YUBA CITY PD,63,5,10,78
SUTTER COUNTY,CORNING PD,13,0,3,16
SUTTER COUNTY,RED BLUFF PD,24,2,7,33
SUTTER COUNTY,TEHAMA CO DA,5,0,0,5
SUTTER COUNTY,TEHAMA CO SD,79,9,7,95
TRINITY COUNTY,TRINITY CO DIST ATTORNEY,1,0,0,1
TRINITY COUNTY,TRINITY CO MARSHAL,2,0,0,2
TRINITY COUNTY,TRINITY COUNTY SD,18,15,2,35
TULARE COUNTY,COLLEGE OF THE SEQUOIAS PD,6,1,1,8
TULARE COUNTY,DINUBA PD,34,5,6,45
TULARE COUNTY,EXETER PD,19,6,0,25
TULARE COUNTY,FARMERSVILLE PD,11,5,1,17
TULARE COUNTY,LINDSAY DPS,17,3,3,23
TULARE COUNTY,PORTERVILLE PD,55,6,11,72
TULARE COUNTY,TULARE CO DA,30,0,0,30
TULARE COUNTY,TULARE CO SD,497,31,24,552
TULARE COUNTY,TULARE PD,70,0,12,82
TULARE COUNTY,VISALIA PD,133,9,26,168
TULARE COUNTY,WOODLAKE PD,11,2,0,13
TUOLUMNE COUNTY,SONORA PD,12,3,4,19
TUOLUMNE COUNTY,TUOLUMNE CO DA,2,0,0,2
TUOLUMNE COUNTY,TUOLUMNE CO SD,58,6,13,77
VENTURA COUNTY,CSU CHANNEL ISLANDS PD,15,0,4,19
VENTURA COUNTY,OXNARD PD,226,12,26,264
VENTURA COUNTY,PORT HUENEME PD,23,11,5,39
VENTURA COUNTY,SANTA PAULA PD,24,30,7,61
VENTURA COUNTY,SIMI VALLEY PD,122,5,18,145
VENTURA COUNTY,VENTURA CO CCD PD,14,0,0,14
VENTURA COUNTY,VENTURA CO DA,46,0,0,46
VENTURA COUNTY,VENTURA CO SD,714,25,36,775
VENTURA COUNTY,VENTURA PD,113,0,13,126
YOLO COUNTY,DAVIS PD,58,5,16,79
YOLO COUNTY,UC DAVIS PD,46,0,11,57
YOLO COUNTY,WEST SACRAMENTO PD,66,0,0,66
YOLO COUNTY,WINTERS PD,9,4,0,13
YOLO COUNTY,WOODLAND PD,58,1,0,59
YOLO COUNTY,YOLO CO COMM EMER,0,0,33,33
YOLO COUNTY,YOLO CO DA,10,0,0,10
YOLO COUNTY,YOLO CO SD,83,13,0,96
YUBA COUNTY,MARYSVILLE PD,19,19,8,46
YUBA COUNTY,WHEATLAND PD,7,2,0,9
YUBA COUNTY,YUBA CO SD,80,23,12,115
YUBA COUNTY,YUBA COMMUNITY COLL DIST PD,6,0,0,6
YUBA COUNTY,** GRAND TOTAL,80081,5605,8038,93724
