County,Agency,Sworn,Reserve,Dispatcher,Total
SAN BERNARDINO COUNTY,SAN BERNARDINO CCD PD,9,1,1,11
SAN BERNARDINO COUNTY,SAN BERNARDINO CO DA,59,0,0,59
SAN BERNARDINO COUNTY,SAN BERNARDINO CO HUMAN SVCS,24,0,0,24
SAN BERNARDINO COUNTY,SAN BERNARDINO CO SD,1951,153,182,2286
SAN BERNARDINO COUNTY,SAN BERNARDINO PD,240,14,25,279
SAN BERNARDINO COUNTY,SAN BERNARDINO UNIF SCHL DIST,26,2,9,37
SAN BERNARDINO COUNTY,SNOWLINE JOINT UNIF SCHL DIST,3,2,0,5
SAN BERNARDINO COUNTY,UPLAND PD,64,5,12,81
SAN BERNARDINO COUNTY,VICTOR VALLEY COLLEGE PD,7,3,0,10
SAN DIEGO COUNTY,CARLSBAD PD,129,1,21,151
SAN DIEGO COUNTY,CHULA VISTA PD,233,2,28,263
SAN DIEGO COUNTY,CORONADO PD,47,2,9,58
SAN DIEGO COUNTY,CSU SAN DIEGO PD,31,0,9,40
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,16,0,6,22
SAN DIEGO COUNTY,EL CAJON PD,122,20,19,161
SAN DIEGO COUNTY,ESCONDIDO PD,151,6,27,184
SAN DIEGO COUNTY,LA MESA PD,64,1,21,86
SAN DIEGO COUNTY,MIRA COSTA CCD PD,9,0,4,13
SAN DIEGO COUNTY,NATIONAL CITY PD,80,3,13,96
SAN DIEGO COUNTY,OCEANSIDE PD,205,1,29,235
SAN DIEGO COUNTY,PALOMAR CCD PD,11,4,0,15
SAN DIEGO COUNTY,SAN DIEGO CCD PD,35,0,11,46
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,38,0,10,48
SAN DIEGO COUNTY,SAN DIEGO CO DA,131,0,0,131
SAN DIEGO COUNTY,SAN DIEGO CO PUBLIC ASST INV,43,0,0,43
