County,Agency,Sworn,Reserve,Dispatcher,Total
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,10,0,3,13
SAN DIEGO COUNTY,UC SAN DIEGO PD,37,0,9,46
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,18,0,5,23
SAN FRANCISCO COUNTY,SAN FRAN INT'L AIRPORT COMM,0,0,31,31
SAN FRANCISCO COUNTY,SAN FRANCISCO CCD PD,18,0,1,19
SAN FRANCISCO COUNTY,SAN FRANCISCO CO DA,35,0,0,35
SAN FRANCISCO COUNTY,SAN FRANCISCO CO MED EXAM,12,0,0,12
SAN FRANCISCO COUNTY,SAN FRANCISCO CO SO,794,0,0,794
SAN FRANCISCO COUNTY,SAN FRANCISCO DEPT EMER MGT,0,0,187,187
SAN FRANCISCO COUNTY,SAN FRANCISCO PD,2074,28,0,2102
SAN FRANCISCO COUNTY,UC SAN FRANCISCO PD,53,0,9,62
SAN JOAQUIN COUNTY,ESCALON PD,12,13,0,25
SAN JOAQUIN COUNTY,LODI PD,69,5,17,91
SAN JOAQUIN COUNTY,MANTECA PD,74,2,12,88
SAN JOAQUIN COUNTY,PORT OF STOCKTON PD,16,0,0,16
SAN JOAQUIN COUNTY,RIPON PD,24,0,9,33
SAN JOAQUIN COUNTY,SAN JOAQUIN CO DA,41,0,0,41
SAN JOAQUIN COUNTY,SAN JOAQUIN CO SO,316,2,28,346
SAN JOAQUIN COUNTY,SAN JOAQUIN DELTA COLLEGE PD,12,1,5,18
SAN JOAQUIN COUNTY,STOCKTON PD,410,31,52,493
SAN JOAQUIN COUNTY,STOCKTON USD DEPT PUB SAFETY,26,0,9,35
SAN JOAQUIN COUNTY,TRACY PD,101,1,17,119
SAN LUIS OBISPO COUNTY,ARROYO GRANDE PD,25,0,0,25
SAN LUIS OBISPO COUNTY,ATASCADERO PD,29,0,6,35
SAN LUIS OBISPO COUNTY,CPSU SAN LUIS OBISPO PD,18,0,6,24
SAN LUIS OBISPO COUNTY,CUESTA CCD DPS,4,0,0,4
SAN LUIS OBISPO COUNTY,GROVER BEACH PD,21,1,3,25
SAN LUIS OBISPO COUNTY,MORRO BAY PD,16,0,0,16
SAN LUIS OBISPO COUNTY,PASO ROBLES PD,40,2,10,52
SAN LUIS OBISPO COUNTY,PISMO BEACH PD,21,0,7,28
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO CO DA,17,0,0,17
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO CO SO,308,12,18,338
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO PD,61,3,11,75
SAN MATEO COUNTY,ATHERTON PD,22,3,12,37
SAN MATEO COUNTY,BELMONT PD,29,0,9,38
SAN MATEO COUNTY,BRISBANE PD,14,0,0,14
SAN MATEO COUNTY,BROADMOOR PD,7,0,0,7
SAN MATEO COUNTY,BURLINGAME PD,35,0,16,51
SAN MATEO COUNTY,COLMA PD,17,0,5,22
SAN MATEO COUNTY,DALY CITY PD,89,0,1,90
SAN MATEO COUNTY,EAST PALO ALTO PD,34,0,0,34
SAN MATEO COUNTY,FOSTER CITY PD,38,4,9,51
SAN MATEO COUNTY,HILLSBOROUGH PD,27,1,6,34
SAN MATEO COUNTY,MENLO PARK PD,42,3,12,57
SAN MATEO COUNTY,PACIFICA PD,31,5,0,36
SAN MATEO COUNTY,REDWOOD CITY PD,83,3,15,101
SAN MATEO COUNTY,SAN BRUNO PD,40,3,11,54
SAN MATEO COUNTY,SAN MATEO CO CORONER,10,0,0,10
SAN MATEO COUNTY,SAN MATEO CO DA,15,0,0,15
SAN MATEO COUNTY,SAN MATEO CO PUB SFTY COMM CTR,0,0,70,70
SAN MATEO COUNTY,SAN MATEO CO SHERIFF'S OFFICE,308,39,0,347
SAN MATEO COUNTY,SAN MATEO PD,107,3,14,124
SAN MATEO COUNTY,SOUTH SAN FRANCISCO PD,75,0,16,91
SANTA BARBARA COUNTY,ALLAN HANCOCK CCD PD,6,2,2,10
SANTA BARBARA COUNTY,GUADALUPE PD,15,1,0,16
SANTA BARBARA COUNTY,LOMPOC PD,41,0,11,52
SANTA BARBARA COUNTY,SANTA BARBARA CO DA,14,0,0,14
SANTA BARBARA COUNTY,SANTA BARBARA CO SO,489,46,34,569
SANTA BARBARA COUNTY,SANTA BARBARA PD,116,12,13,141
SANTA BARBARA COUNTY,SANTA MARIA PD,119,0,18,137
SANTA BARBARA COUNTY,UC SANTA BARBARA PD,32,0,6,38
SANTA CLARA COUNTY,CAMPBELL PD,45,10,15,70
SANTA CLARA COUNTY,CSU SAN JOSE PD,24,0,8,32
SANTA CLARA COUNTY,FOOTHILL-DEANZA CCD PD,9,0,0,9
SANTA CLARA COUNTY,GILROY PD,61,4,11,76
SANTA CLARA COUNTY,LOS ALTOS PD,30,1,11,42
SANTA CLARA COUNTY,LOS GATOS PD,39,5,6,50
SANTA CLARA COUNTY,MILPITAS PD,84,1,15,100
SANTA CLARA COUNTY,MORGAN HILL PD,38,0,10,48
SANTA CLARA COUNTY,MOUNTAIN VIEW PD,84,11,18,113
SANTA CLARA COUNTY,PALO ALTO PD,71,7,17,95
SANTA CLARA COUNTY,SAN JOSE PD,1087,87,147,1321
SANTA CLARA COUNTY,SAN JOSE UNIF SCHL DIST PD,1,0,0,1
SANTA CLARA COUNTY,SAN JOSE/EVERGREEN CCD PD,7,2,0,9
SANTA CLARA COUNTY,SANTA CLARA CO COMM DEPT,0,0,88,88
SANTA CLARA COUNTY,SANTA CLARA CO DA,86,0,0,86
SANTA CLARA COUNTY,SANTA CLARA CO DA-WELFARE FRD,1,0,0,1
SANTA CLARA COUNTY,SANTA CLARA CO SO,1220,52,0,1272
SANTA CLARA COUNTY,SANTA CLARA PD,139,167,20,326
SANTA CLARA COUNTY,SUNNYVALE DPS,202,0,23,225
SANTA CLARA COUNTY,WEST VALLEY CCD PD,9,1,0,10
SANTA CRUZ COUNTY,CAPITOLA PD,20,2,0,22
SANTA CRUZ COUNTY,SANTA CRUZ CO DA,18,0,0,18
SANTA CRUZ COUNTY,SANTA CRUZ CO SO,151,13,0,164
SANTA CRUZ COUNTY,SANTA CRUZ PD,74,0,0,74
SANTA CRUZ COUNTY,SCOTTS VALLEY PD,16,4,7,27
SANTA CRUZ COUNTY,UC SANTA CRUZ PD,19,0,11,30
SANTA CRUZ COUNTY,WATSONVILLE PD,68,0,0,68
SHASTA COUNTY,ANDERSON PD,19,0,0,19
SHASTA COUNTY,REDDING PD,104,1,0,105
SHASTA COUNTY,SHASTA AREA SAFETY COMM AGCY,0,0,37,37
SHASTA COUNTY,SHASTA CO DA,10,0,0,10
SHASTA COUNTY,SHASTA CO MARSHAL,23,0,1,24
SHASTA COUNTY,SHASTA CO SO,126,6,0,132
SIERRA COUNTY,SIERRA CO SHERIFF'S OFFICE,10,2,5,17
SISKIYOU COUNTY,ETNA PD,5,2,0,7
SISKIYOU COUNTY,LAKE SHASTINA DISTRICT PD,2,0,0,2
SISKIYOU COUNTY,MOUNT SHASTA PD,8,1,7,16
SISKIYOU COUNTY,SISKIYOU CO DA,3,0,0,3
SISKIYOU COUNTY,SISKIYOU CO SD,70,11,10,91
SISKIYOU COUNTY,TULELAKE PD,3,0,0,3
SISKIYOU COUNTY,WEED PD,6,1,5,12
SISKIYOU COUNTY,YREKA PD,15,0,10,25
SOLANO COUNTY,BENICIA PD,33,2,13,48
SOLANO COUNTY,CSU CAL MARITIME ACADEMY PD,7,0,0,7
SOLANO COUNTY,DIXON PD,24,0,0,24
SOLANO COUNTY,FAIRFIELD PD,115,0,22,137
SOLANO COUNTY,SOLANO CO DA,13,0,0,13
SOLANO COUNTY,SOLANO CO SO,171,10,17,198
SOLANO COUNTY,SOLANO CO SPECIAL INV BUREAU,7,0,0,7
SOLANO COUNTY,SUISUN CITY PD,22,2,10,34
SOLANO COUNTY,VACAVILLE PD,102,2,20,124
SOLANO COUNTY,VALLEJO PD,89,2,19,110
SONOMA COUNTY,CLOVERDALE PD,13,0,7,20
SONOMA COUNTY,COTATI PD,12,0,6,18
SONOMA COUNTY,CSU SONOMA PD,10,0,2,12
SONOMA COUNTY,HEALDSBURG PD,17,0,8,25
SONOMA COUNTY,PETALUMA PD,66,0,14,80
SONOMA COUNTY,ROHNERT PARK DPS,74,0,14,88
SONOMA COUNTY,SANTA ROSA PD,169,0,26,195
SONOMA COUNTY,SEBASTOPOL PD,11,3,6,20
SONOMA COUNTY,SONOMA CO DA,12,0,0,12
SONOMA COUNTY,"SONOMA CO HUM SRV,WLF FRD INV",5,0,0,5
SONOMA COUNTY,SONOMA CO JR COLLEGE DIST PD,11,0,4,15
SONOMA COUNTY,SONOMA CO SHERIFF'S OFFICE,406,0,26,432
SONOMA COUNTY,SONOMA-MARIN AREA RAIL TRANSIT,1,0,0,1
STANISLAUS COUNTY,CERES DPS,47,4,12,63
STANISLAUS COUNTY,CSU STANISLAUS DPS,13,0,2,15
STANISLAUS COUNTY,MODESTO PD,182,8,0,190
STANISLAUS COUNTY,NEWMAN PD,12,4,0,16
STANISLAUS COUNTY,OAKDALE PD,24,4,10,38
STANISLAUS COUNTY,STANISLAUS CO DA,20,0,0,20
STANISLAUS COUNTY,STANISLAUS CO SD,519,28,1,548
STANISLAUS COUNTY,STANISLAUS REGIONAL 9-1-1,1,0,42,43
STANISLAUS COUNTY,TURLOCK PD,80,0,14,94
SUTTER COUNTY,SUTTER CO DA,5,0,0,5
SUTTER COUNTY,SUTTER CO HEALTH & HUMAN SVCS,2,0,0,2
SUTTER COUNTY,SUTTER CO SO,108,7,10,125
SUTTER COUNTY,YUBA CITY PD,59,4,10,73
SUTTER COUNTY,CORNING PD,13,0,4,17
SUTTER COUNTY,RED BLUFF PD,26,2,9,37
SUTTER COUNTY,TEHAMA CO DA,6,0,0,6
SUTTER COUNTY,TEHAMA CO SO,69,10,9,88
TRINITY COUNTY,TRINITY CO DIST ATTORNEY,1,0,0,1
TRINITY COUNTY,TRINITY CO MARSHAL,4,0,0,4
TRINITY COUNTY,TRINITY COUNTY SO,35,6,0,41
TULARE COUNTY,COLLEGE OF THE SEQUOIAS PD,5,1,0,6
TULARE COUNTY,DINUBA PD,32,2,6,40
TULARE COUNTY,EXETER PD,15,4,0,19
TULARE COUNTY,FARMERSVILLE PD,17,0,0,17
TULARE COUNTY,LINDSAY DPS,16,1,0,17
TULARE COUNTY,PORTERVILLE PD,63,2,14,79
TULARE COUNTY,TULARE CO DA,33,0,0,33
TULARE COUNTY,TULARE CO SO,512,15,22,549
TULARE COUNTY,TULARE PD,68,0,12,80
TULARE COUNTY,VISALIA PD,140,0,26,166
TULARE COUNTY,WOODLAKE PD,12,1,0,13
TUOLUMNE COUNTY,SONORA PD,11,2,6,19
TUOLUMNE COUNTY,TUOLUMNE CO DA,3,0,0,3
TUOLUMNE COUNTY,TUOLUMNE CO SO,94,2,13,109
VENTURA COUNTY,CSU CHANNEL ISLANDS PD,13,0,5,18
VENTURA COUNTY,OXNARD PD,212,5,20,237
VENTURA COUNTY,PORT HUENEME PD,20,3,6,29
VENTURA COUNTY,SANTA PAULA PD,30,3,6,39
VENTURA COUNTY,SIMI VALLEY PD,112,0,20,132
VENTURA COUNTY,VENTURA CO CCD PD,14,0,0,14
VENTURA COUNTY,VENTURA CO DA,53,0,0,53
VENTURA COUNTY,VENTURA CO SO,714,12,36,762
VENTURA COUNTY,VENTURA PD,136,0,16,152
YOLO COUNTY,DAVIS PD,56,2,14,72
YOLO COUNTY,UC DAVIS PD,46,0,8,54
YOLO COUNTY,WEST SACRAMENTO PD,69,2,0,71
YOLO COUNTY,WINTERS PD,11,2,0,13
YOLO COUNTY,WOODLAND PD,68,0,0,68
YOLO COUNTY,YOLO CO COMM EMER,0,0,34,34
YOLO COUNTY,YOLO CO DA,13,0,0,13
YOLO COUNTY,YOLO CO SHERIFF'S OFFICE,81,5,0,86
YUBA COUNTY,MARYSVILLE PD,17,12,8,37
YUBA COUNTY,WHEATLAND PD,8,3,0,11
YUBA COUNTY,YUBA CO DA,2,0,0,2
YUBA COUNTY,YUBA CO SD,113,24,11,148
YUBA COUNTY,YUBA COMMUNITY COLL DIST PD,4,0,0,4
YUBA COUNTY,** GRAND TOTAL,82543,3731,7931,94205
