County,Agency,Sworn,Reserve,Dispatcher,Total
SAN DIEGO COUNTY,UC SAN DIEGO PD,37,0,10,47
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,24,0,5,29
SAN FRANCISCO COUNTY,SAN FRAN INT'L AIRPORT COMM,0,0,32,32
SAN FRANCISCO COUNTY,SAN FRANCISCO CCD PD,22,0,1,23
SAN FRANCISCO COUNTY,SAN FRANCISCO CO DA,39,0,0,39
SAN FRANCISCO COUNTY,SAN FRANCISCO CO MED EXAM,13,0,0,13
SAN FRANCISCO COUNTY,SAN FRANCISCO CO SD,843,0,0,843
SAN FRANCISCO COUNTY,SAN FRANCISCO DEPT EMER MGT,1,0,223,224
SAN FRANCISCO COUNTY,SAN FRANCISCO PD,2229,32,0,2261
SAN FRANCISCO COUNTY,UC SAN FRANCISCO PD,48,0,8,56
SAN JOAQUIN COUNTY,ESCALON PD,10,12,0,22
SAN JOAQUIN COUNTY,LODI PD,65,5,16,86
SAN JOAQUIN COUNTY,MANTECA PD,71,4,11,86
SAN JOAQUIN COUNTY,RIPON PD,23,1,6,30
SAN JOAQUIN COUNTY,SAN JOAQUIN CO DA,38,0,0,38
SAN JOAQUIN COUNTY,SAN JOAQUIN CO SD,315,4,29,348
SAN JOAQUIN COUNTY,SAN JOAQUIN DELTA COLLEGE PD,12,1,5,18
SAN JOAQUIN COUNTY,STOCKTON PD,439,30,48,517
SAN JOAQUIN COUNTY,STOCKTON UNIF SCHL DIST PD,33,1,7,41
SAN JOAQUIN COUNTY,TRACY PD,91,1,14,106
SAN LUIS OBISPO COUNTY,ARROYO GRANDE PD,23,2,0,25
SAN LUIS OBISPO COUNTY,ATASCADERO PD,28,0,5,33
SAN LUIS OBISPO COUNTY,CPSU SAN LUIS OBISPO PD,20,0,9,29
SAN LUIS OBISPO COUNTY,CUESTA CCD DPS,7,0,0,7
SAN LUIS OBISPO COUNTY,GROVER BEACH PD,17,2,6,25
SAN LUIS OBISPO COUNTY,MORRO BAY PD,17,0,0,17
SAN LUIS OBISPO COUNTY,PASO ROBLES PD,35,4,9,48
SAN LUIS OBISPO COUNTY,PISMO BEACH PD,20,1,7,28
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO CO DA,17,0,0,17
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO CO SD,307,11,25,343
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO PD,59,2,13,74
SAN MATEO COUNTY,ATHERTON PD,19,5,9,33
SAN MATEO COUNTY,BELMONT PD,30,0,9,39
SAN MATEO COUNTY,BRISBANE PD,15,0,0,15
SAN MATEO COUNTY,BROADMOOR PD,9,19,0,28
SAN MATEO COUNTY,BURLINGAME PD,35,0,14,49
SAN MATEO COUNTY,COLMA PD,19,0,4,23
SAN MATEO COUNTY,DALY CITY PD,94,0,1,95
SAN MATEO COUNTY,EAST PALO ALTO PD,33,0,0,33
SAN MATEO COUNTY,FOSTER CITY PD,36,3,9,48
SAN MATEO COUNTY,HILLSBOROUGH PD,27,1,6,34
SAN MATEO COUNTY,MENLO PARK PD,46,4,15,65
SAN MATEO COUNTY,PACIFICA PD,33,5,0,38
SAN MATEO COUNTY,REDWOOD CITY PD,82,4,18,104
SAN MATEO COUNTY,SAN BRUNO PD,46,4,9,59
SAN MATEO COUNTY,SAN MATEO CO CORONER,9,0,0,9
SAN MATEO COUNTY,SAN MATEO CO DA,17,0,0,17
SAN MATEO COUNTY,SAN MATEO CO PUB SFTY COMM CTR,0,0,72,72
SAN MATEO COUNTY,SAN MATEO CO SD,330,38,0,368
SAN MATEO COUNTY,SAN MATEO PD,106,5,15,126
SAN MATEO COUNTY,SOUTH SAN FRANCISCO PD,77,5,15,97
SANTA BARBARA COUNTY,ALLAN HANCOCK CCD PD,4,1,2,7
SANTA BARBARA COUNTY,GUADALUPE PD,11,1,0,12
SANTA BARBARA COUNTY,LOMPOC PD,40,0,9,49
SANTA BARBARA COUNTY,SANTA BARBARA CO DA,15,0,0,15
SANTA BARBARA COUNTY,SANTA BARBARA CO SD,466,45,37,548
SANTA BARBARA COUNTY,SANTA BARBARA PD,132,11,17,160
SANTA BARBARA COUNTY,SANTA MARIA PD,127,1,19,147
SANTA BARBARA COUNTY,UC SANTA BARBARA PD,43,0,9,52
SANTA CLARA COUNTY,CAMPBELL PD,45,10,15,70
SANTA CLARA COUNTY,CSU SAN JOSE PD,28,2,7,37
SANTA CLARA COUNTY,FOOTHILL-DEANZA CCD PD,11,0,0,11
SANTA CLARA COUNTY,GILROY PD,66,5,12,83
SANTA CLARA COUNTY,LOS ALTOS PD,31,2,11,44
SANTA CLARA COUNTY,LOS GATOS PD,38,5,8,51
SANTA CLARA COUNTY,MILPITAS PD,81,0,12,93
SANTA CLARA COUNTY,MORGAN HILL PD,36,4,10,50
SANTA CLARA COUNTY,MOUNTAIN VIEW PD,89,11,18,118
SANTA CLARA COUNTY,PALO ALTO PD,76,5,19,100
SANTA CLARA COUNTY,SAN JOSE PD,1040,103,148,1291
SANTA CLARA COUNTY,SAN JOSE UNIF SCHL DIST PD,1,0,0,1
SANTA CLARA COUNTY,SAN JOSE/EVERGREEN CCD PD,7,3,0,10
SANTA CLARA COUNTY,SANTA CLARA CO COMM DEPT,0,0,78,78
SANTA CLARA COUNTY,SANTA CLARA CO DA,81,0,0,81
SANTA CLARA COUNTY,SANTA CLARA CO DA-WELFARE FRD,1,0,0,1
SANTA CLARA COUNTY,SANTA CLARA CO SD,1256,62,0,1318
SANTA CLARA COUNTY,SANTA CLARA PD,146,189,24,359
SANTA CLARA COUNTY,SUNNYVALE DPS,200,0,24,224
SANTA CLARA COUNTY,WEST VALLEY CCD PD,10,1,0,11
SANTA CRUZ COUNTY,CAPITOLA PD,19,2,0,21
SANTA CRUZ COUNTY,SANTA CRUZ CO DA,17,0,0,17
SANTA CRUZ COUNTY,SANTA CRUZ CO SD,153,11,0,164
SANTA CRUZ COUNTY,SANTA CRUZ PD,86,1,0,87
SANTA CRUZ COUNTY,SCOTTS VALLEY PD,20,6,6,32
SANTA CRUZ COUNTY,UC SANTA CRUZ PD,21,0,8,29
SANTA CRUZ COUNTY,WATSONVILLE PD,72,1,0,73
SHASTA COUNTY,ANDERSON PD,21,1,0,22
SHASTA COUNTY,REDDING PD,107,1,0,108
SHASTA COUNTY,SHASTA AREA SAFETY COMM AGCY,0,0,39,39
SHASTA COUNTY,SHASTA CO DA,11,0,0,11
SHASTA COUNTY,SHASTA CO MARSHAL,19,0,2,21
SHASTA COUNTY,SHASTA CO SD,121,6,0,127
SIERRA COUNTY,SIERRA CO SHERIFF'S OFFICE,9,1,0,10
SISKIYOU COUNTY,ETNA PD,3,3,0,6
SISKIYOU COUNTY,LAKE SHASTINA DISTRICT PD,2,0,0,2
SISKIYOU COUNTY,MOUNT SHASTA PD,8,2,2,12
SISKIYOU COUNTY,SISKIYOU CO DA,2,0,0,2
SISKIYOU COUNTY,SISKIYOU CO SD,77,9,10,96
SISKIYOU COUNTY,TULELAKE PD,2,0,0,2
SISKIYOU COUNTY,WEED PD,9,2,7,18
SISKIYOU COUNTY,YREKA PD,15,0,7,22
SOLANO COUNTY,BENICIA PD,31,4,15,50
SOLANO COUNTY,CSU CAL MARITIME ACADEMY PD,10,0,0,10
SOLANO COUNTY,DIXON PD,26,0,0,26
SOLANO COUNTY,FAIRFIELD PD,119,0,21,140
SOLANO COUNTY,RIO VISTA PD,13,1,0,14
SOLANO COUNTY,SOLANO CO DA,12,0,0,12
SOLANO COUNTY,SOLANO CO SD,151,11,17,179
SOLANO COUNTY,SOLANO CO SPECIAL INV BUREAU,6,0,0,6
SOLANO COUNTY,SUISUN CITY PD,22,3,9,34
SOLANO COUNTY,VACAVILLE PD,104,2,19,125
SOLANO COUNTY,VALLEJO PD,103,3,24,130
SONOMA COUNTY,CLOVERDALE PD,12,1,7,20
SONOMA COUNTY,COTATI PD,10,3,6,19
SONOMA COUNTY,CSU SONOMA PD,13,0,4,17
SONOMA COUNTY,HEALDSBURG PD,17,0,6,23
SONOMA COUNTY,PETALUMA PD,61,0,13,74
SONOMA COUNTY,ROHNERT PARK DPS,71,0,13,84
SONOMA COUNTY,SANTA ROSA PD,168,0,27,195
SONOMA COUNTY,SEBASTOPOL PD,14,3,6,23
SONOMA COUNTY,SONOMA CO DA,13,0,0,13
SONOMA COUNTY,"SONOMA CO HUM SRV,WLF FRD INV",6,0,0,6
SONOMA COUNTY,SONOMA CO JR COLLEGE DIST PD,9,0,6,15
SONOMA COUNTY,SONOMA CO SHERIFF'S OFFICE,419,1,28,448
SONOMA COUNTY,SONOMA-MARIN AREA RAIL TRANSIT,1,0,0,1
STANISLAUS COUNTY,CERES DPS,48,5,10,63
STANISLAUS COUNTY,CSU STANISLAUS DPS,11,0,2,13
STANISLAUS COUNTY,MODESTO PD,206,9,0,215
STANISLAUS COUNTY,NEWMAN PD,10,5,0,15
STANISLAUS COUNTY,OAKDALE PD,21,7,11,39
STANISLAUS COUNTY,STANISLAUS CO DA,17,0,0,17
STANISLAUS COUNTY,STANISLAUS CO SD,520,25,1,546
STANISLAUS COUNTY,STANISLAUS REGIONAL 9-1-1,1,0,48,49
STANISLAUS COUNTY,TURLOCK PD,75,1,14,90
SUTTER COUNTY,SUTTER CO DA,6,0,0,6
SUTTER COUNTY,SUTTER CO SD,104,17,9,130
SUTTER COUNTY,YUBA CITY PD,58,3,11,72
SUTTER COUNTY,CORNING PD,13,0,8,21
SUTTER COUNTY,RED BLUFF PD,25,2,7,34
SUTTER COUNTY,TEHAMA CO DA,7,0,0,7
SUTTER COUNTY,TEHAMA CO SD,77,6,8,91
TRINITY COUNTY,TRINITY CO MARSHAL,3,0,0,3
TRINITY COUNTY,TRINITY COUNTY SD,30,9,3,42
TULARE COUNTY,COLLEGE OF THE SEQUOIAS PD,6,1,0,7
TULARE COUNTY,DINUBA PD,33,2,6,41
TULARE COUNTY,EXETER PD,17,4,1,22
TULARE COUNTY,FARMERSVILLE PD,14,0,0,14
TULARE COUNTY,LINDSAY DPS,16,2,0,18
TULARE COUNTY,PORTERVILLE PD,62,3,14,79
TULARE COUNTY,TULARE CO DA,37,0,0,37
TULARE COUNTY,TULARE CO SD,569,30,24,623
TULARE COUNTY,TULARE PD,69,0,13,82
TULARE COUNTY,VISALIA PD,145,0,24,169
TULARE COUNTY,WOODLAKE PD,11,2,0,13
TUOLUMNE COUNTY,SONORA PD,10,1,6,17
TUOLUMNE COUNTY,TUOLUMNE CO DA,2,0,0,2
TUOLUMNE COUNTY,TUOLUMNE CO SD,99,5,14,118
VENTURA COUNTY,CSU CHANNEL ISLANDS PD,14,0,6,20
VENTURA COUNTY,OXNARD PD,232,8,21,261
VENTURA COUNTY,PORT HUENEME PD,19,4,4,27
VENTURA COUNTY,SANTA PAULA PD,26,14,6,46
VENTURA COUNTY,SIMI VALLEY PD,114,0,16,130
VENTURA COUNTY,VENTURA CO CCD PD,14,0,0,14
VENTURA COUNTY,VENTURA CO DA,48,0,0,48
VENTURA COUNTY,VENTURA CO SD,747,12,37,796
VENTURA COUNTY,VENTURA PD,131,0,15,146
YOLO COUNTY,DAVIS PD,53,2,15,70
YOLO COUNTY,UC DAVIS PD,43,0,9,52
YOLO COUNTY,WEST SACRAMENTO PD,69,2,0,71
YOLO COUNTY,WINTERS PD,11,3,0,14
YOLO COUNTY,WOODLAND PD,66,0,0,66
YOLO COUNTY,YOLO CO COMM EMER,0,0,37,37
YOLO COUNTY,YOLO CO DA,13,0,0,13
YOLO COUNTY,YOLO CO SHERIFF'S OFFICE,86,6,0,92
YUBA COUNTY,MARYSVILLE PD,17,12,13,42
YUBA COUNTY,WHEATLAND PD,8,3,0,11
YUBA COUNTY,YUBA CO DA,2,0,0,2
YUBA COUNTY,YUBA CO SD,121,24,12,157
YUBA COUNTY,YUBA COMMUNITY COLL DIST PD,4,0,0,4
YUBA COUNTY,** GRAND TOTAL,83996,4306,8098,96400
